,date,state,cases,newcases,deaths,newdeaths
1278,2020-05-28,Arkansas,6538,261.0,125,5.0
1279,2020-05-29,Arkansas,6777,239.0,132,7.0
1280,2020-05-30,Arkansas,7013,236.0,133,1.0
1281,2020-05-31,Arkansas,7253,240.0,133,0.0
1282,2020-06-01,Arkansas,7443,190.0,133,0.0
1283,2020-06-02,Arkansas,7818,375.0,136,3.0
1284,2020-06-03,Arkansas,8067,249.0,142,6.0
1285,2020-06-04,Arkansas,8425,358.0,151,9.0
1286,2020-06-05,Arkansas,8651,226.0,152,1.0
1287,2020-06-06,Arkansas,9101,450.0,154,2.0
1288,2020-06-07,Arkansas,9426,325.0,154,0.0
1289,2020-06-08,Arkansas,9740,314.0,155,1.0
1290,2020-06-09,Arkansas,10080,340.0,161,6.0
1291,2020-06-10,Arkansas,10368,288.0,165,4.0
1292,2020-06-11,Arkansas,10816,448.0,171,6.0
1293,2020-06-12,Arkansas,11547,731.0,176,5.0
1294,2020-06-13,Arkansas,12095,548.0,177,1.0
1295,2020-06-14,Arkansas,12501,406.0,179,2.0
1296,2020-06-15,Arkansas,12917,416.0,182,3.0
1297,2020-06-16,Arkansas,13191,274.0,188,6.0
1298,2020-06-17,Arkansas,13606,415.0,197,9.0
1299,2020-06-18,Arkansas,13928,322.0,208,11.0
1300,2020-06-19,Arkansas,14631,703.0,214,6.0
1301,2020-06-20,Arkansas,15142,511.0,224,10.0
1302,2020-06-21,Arkansas,15561,419.0,225,1.0
1303,2020-06-22,Arkansas,16083,522.0,227,2.0
1304,2020-06-23,Arkansas,16678,595.0,237,10.0
1305,2020-06-24,Arkansas,17375,697.0,240,3.0
1306,2020-06-25,Arkansas,18062,687.0,240,0.0
1307,2020-06-26,Arkansas,18740,678.0,249,9.0
1308,2020-06-27,Arkansas,19310,570.0,259,10.0
1309,2020-06-28,Arkansas,19818,508.0,264,5.0
1310,2020-06-29,Arkansas,20257,439.0,265,1.0
1311,2020-06-30,Arkansas,20777,520.0,270,5.0
1312,2020-07-01,Arkansas,21197,420.0,277,7.0
1313,2020-07-02,Arkansas,22075,878.0,279,2.0
1314,2020-07-03,Arkansas,22622,547.0,281,2.0
1315,2020-07-04,Arkansas,23209,587.0,286,5.0
1316,2020-07-05,Arkansas,23814,605.0,287,1.0
1317,2020-07-06,Arkansas,24253,439.0,292,5.0
1318,2020-07-07,Arkansas,24512,259.0,301,9.0
1319,2020-07-08,Arkansas,25246,734.0,305,4.0
1320,2020-07-09,Arkansas,26052,806.0,309,4.0
1321,2020-07-10,Arkansas,26803,751.0,313,4.0
1322,2020-07-11,Arkansas,27864,1061.0,319,6.0
1323,2020-07-12,Arkansas,28367,503.0,321,2.0
1324,2020-07-13,Arkansas,28939,572.0,323,2.0
1325,2020-07-14,Arkansas,29733,794.0,331,8.0
1326,2020-07-15,Arkansas,30297,564.0,335,4.0
1327,2020-07-16,Arkansas,31114,817.0,341,6.0
1328,2020-07-17,Arkansas,31762,648.0,353,12.0
1329,2020-07-18,Arkansas,32533,771.0,357,4.0
1330,2020-07-19,Arkansas,33228,695.0,357,0.0
1331,2020-07-20,Arkansas,33927,699.0,363,6.0
1332,2020-07-21,Arkansas,34655,728.0,374,11.0
1333,2020-07-22,Arkansas,35246,591.0,380,6.0
1334,2020-07-23,Arkansas,36259,1013.0,386,6.0
1335,2020-07-24,Arkansas,37249,990.0,394,8.0
1336,2020-07-25,Arkansas,37981,732.0,399,5.0
1337,2020-07-26,Arkansas,38623,642.0,401,2.0
1338,2020-07-27,Arkansas,39447,824.0,408,7.0
1339,2020-07-28,Arkansas,40181,734.0,428,20.0
1340,2020-07-29,Arkansas,40968,787.0,434,6.0
1341,2020-07-30,Arkansas,41759,791.0,442,8.0
1342,2020-07-31,Arkansas,42511,752.0,453,11.0
1343,2020-08-01,Arkansas,43173,662.0,458,5.0
1344,2020-08-02,Arkansas,43810,637.0,464,6.0
1345,2020-08-03,Arkansas,44597,787.0,475,11.0
1346,2020-08-04,Arkansas,45381,784.0,490,15.0
1347,2020-08-05,Arkansas,46293,912.0,508,18.0
1348,2020-08-06,Arkansas,47028,735.0,515,7.0
1349,2020-08-07,Arkansas,48039,1011.0,521,6.0
1350,2020-08-08,Arkansas,48811,772.0,535,14.0
1351,2020-08-09,Arkansas,49383,572.0,544,9.0
1352,2020-08-10,Arkansas,50028,645.0,555,11.0
1353,2020-08-11,Arkansas,50411,383.0,566,11.0
1354,2020-08-12,Arkansas,51114,703.0,573,7.0
1355,2020-08-13,Arkansas,51766,652.0,582,9.0
1356,2020-08-14,Arkansas,52392,626.0,587,5.0
1357,2020-08-15,Arkansas,51992,-400.0,600,13.0
1358,2020-08-16,Arkansas,52665,673.0,599,-1.0
1359,2020-08-17,Arkansas,53077,412.0,603,4.0
1360,2020-08-18,Arkansas,53487,410.0,619,16.0
1361,2020-08-19,Arkansas,54216,729.0,631,12.0
1362,2020-08-20,Arkansas,54765,549.0,641,10.0
1363,2020-08-21,Arkansas,55652,887.0,663,22.0
1364,2020-08-22,Arkansas,56199,547.0,674,11.0
1365,2020-08-23,Arkansas,56574,375.0,687,13.0
1366,2020-08-24,Arkansas,56894,320.0,696,9.0
1367,2020-08-25,Arkansas,57374,480.0,711,15.0
1368,2020-08-26,Arkansas,58023,649.0,732,21.0
1369,2020-08-27,Arkansas,58745,722.0,739,7.0
1370,2020-08-28,Arkansas,59583,838.0,756,17.0
1371,2020-08-29,Arkansas,60378,795.0,772,16.0
1372,2020-08-30,Arkansas,60856,478.0,784,12.0
1373,2020-08-31,Arkansas,61224,368.0,797,13.0
1374,2020-09-01,Arkansas,61497,273.0,814,17.0
1375,2020-09-02,Arkansas,62112,615.0,841,27.0
1376,2020-09-03,Arkansas,63504,1392.0,861,20.0
1377,2020-09-04,Arkansas,64678,1174.0,873,12.0
1378,2020-09-05,Arkansas,65226,548.0,882,9.0
1379,2020-09-06,Arkansas,65924,698.0,894,12.0
1380,2020-09-07,Arkansas,66280,356.0,908,14.0
1381,2020-09-08,Arkansas,66757,477.0,917,9.0
1382,2020-09-09,Arkansas,67255,498.0,928,11.0
1383,2020-09-10,Arkansas,67803,548.0,940,12.0
1384,2020-09-11,Arkansas,68987,1184.0,953,13.0
1385,2020-09-12,Arkansas,69710,723.0,969,16.0
1386,2020-09-13,Arkansas,70219,509.0,981,12.0
1387,2020-09-14,Arkansas,70627,408.0,992,11.0
1388,2020-09-15,Arkansas,71497,870.0,1150,158.0
1389,2020-09-16,Arkansas,72219,722.0,1157,7.0
1390,2020-09-17,Arkansas,73211,992.0,1166,9.0
1391,2020-09-18,Arkansas,74082,871.0,1173,7.0
1392,2020-09-19,Arkansas,75160,1078.0,1181,8.0
1393,2020-09-20,Arkansas,75723,563.0,1181,0.0
1394,2020-09-21,Arkansas,76364,641.0,1197,16.0
1395,2020-09-22,Arkansas,76981,617.0,1209,12.0
1396,2020-09-23,Arkansas,77963,982.0,1229,20.0
1397,2020-09-24,Arkansas,79049,1086.0,1246,17.0
1398,2020-09-25,Arkansas,79946,897.0,1266,20.0
1399,2020-09-26,Arkansas,80755,809.0,1285,19.0
1400,2020-09-27,Arkansas,81242,487.0,1308,23.0
1401,2020-09-28,Arkansas,82049,807.0,1329,21.0
1402,2020-09-29,Arkansas,82755,706.0,1350,21.0
1403,2020-09-30,Arkansas,83697,942.0,1369,19.0
1404,2020-10-01,Arkansas,84821,1124.0,1384,15.0
1405,2020-10-02,Arkansas,85779,958.0,1391,7.0
1406,2020-10-03,Arkansas,86525,746.0,1407,16.0
1407,2020-10-04,Arkansas,87013,488.0,1425,18.0
1408,2020-10-05,Arkansas,87430,417.0,1447,22.0
1409,2020-10-06,Arkansas,88071,641.0,1469,22.0
1410,2020-10-07,Arkansas,88880,809.0,1482,13.0
1411,2020-10-08,Arkansas,90145,1265.0,1503,21.0
1412,2020-10-09,Arkansas,91312,1167.0,1530,27.0
1413,2020-10-10,Arkansas,92220,908.0,1552,22.0
1414,2020-10-11,Arkansas,92833,613.0,1569,17.0
1415,2020-10-12,Arkansas,93487,654.0,1586,17.0
1416,2020-10-13,Arkansas,94167,680.0,1611,25.0
1417,2020-10-14,Arkansas,95246,1079.0,1634,23.0
1418,2020-10-15,Arkansas,96524,1278.0,1645,11.0
1419,2020-10-16,Arkansas,97539,1015.0,1665,20.0
1420,2020-10-17,Arkansas,98422,883.0,1684,19.0
1421,2020-10-18,Arkansas,99066,644.0,1704,20.0
1422,2020-10-19,Arkansas,99597,531.0,1714,10.0
1423,2020-10-20,Arkansas,100441,844.0,1728,14.0
1424,2020-10-21,Arkansas,101596,1155.0,1751,23.0
1425,2020-10-22,Arkansas,102798,1202.0,1772,21.0
1426,2020-10-23,Arkansas,104135,1337.0,1782,10.0
1427,2020-10-24,Arkansas,105318,1183.0,1797,15.0
1428,2020-10-25,Arkansas,106115,797.0,1812,15.0
1429,2020-10-26,Arkansas,106727,612.0,1833,21.0
1430,2020-10-27,Arkansas,107679,952.0,1857,24.0
1431,2020-10-28,Arkansas,108640,961.0,1875,18.0
1432,2020-10-29,Arkansas,109712,1072.0,1894,19.0
1433,2020-10-30,Arkansas,110874,1162.0,1900,6.0
1434,2020-10-31,Arkansas,112190,1316.0,1925,25.0
1435,2020-11-01,Arkansas,113057,867.0,1958,33.0
1436,2020-11-02,Arkansas,113641,584.0,1985,27.0
1437,2020-11-03,Arkansas,114519,878.0,2003,18.0
1438,2020-11-04,Arkansas,115812,1293.0,2026,23.0
1439,2020-11-05,Arkansas,117360,1548.0,2037,11.0
1440,2020-11-06,Arkansas,119230,1870.0,2056,19.0
1441,2020-11-07,Arkansas,120828,1598.0,2068,12.0
1442,2020-11-08,Arkansas,121866,1038.0,2085,17.0
1443,2020-11-09,Arkansas,122811,945.0,2108,23.0
1444,2020-11-10,Arkansas,124235,1424.0,2112,4.0
1445,2020-11-11,Arkansas,126197,1962.0,2126,14.0
1446,2020-11-12,Arkansas,128006,1809.0,2144,18.0
1447,2020-11-13,Arkansas,130318,2312.0,2148,4.0
1448,2020-11-14,Arkansas,132166,1848.0,2159,11.0
1449,2020-11-15,Arkansas,133040,874.0,2183,24.0
1450,2020-11-16,Arkansas,134348,1308.0,2225,42.0
1451,2020-11-17,Arkansas,135902,1554.0,2245,20.0
1452,2020-11-18,Arkansas,137617,1715.0,2275,30.0
1453,2020-11-19,Arkansas,139855,2238.0,2297,22.0
1454,2020-11-20,Arkansas,141916,2061.0,2321,24.0
1455,2020-11-21,Arkansas,143821,1905.0,2337,16.0
1456,2020-11-22,Arkansas,145173,1352.0,2357,20.0
1457,2020-11-23,Arkansas,146190,1017.0,2387,30.0
1458,2020-11-24,Arkansas,148312,2122.0,2405,18.0
1459,2020-11-25,Arkansas,150277,1965.0,2425,20.0
1460,2020-11-26,Arkansas,152625,2348.0,2436,11.0
1461,2020-11-27,Arkansas,153677,1052.0,2436,0.0
1462,2020-11-28,Arkansas,155026,1349.0,2449,13.0
1463,2020-11-29,Arkansas,156247,1221.0,2470,21.0
1464,2020-11-30,Arkansas,157359,1112.0,2502,32.0
1465,2020-12-01,Arkansas,159309,1950.0,2512,10.0
1466,2020-12-02,Arkansas,161521,2212.0,2522,10.0
1467,2020-12-03,Arkansas,164310,2789.0,2555,33.0
1468,2020-12-04,Arkansas,167137,2827.0,2586,31.0
1469,2020-12-05,Arkansas,169382,2245.0,2620,34.0
1470,2020-12-06,Arkansas,170924,1542.0,2660,40.0
1471,2020-12-07,Arkansas,172042,1118.0,2713,53.0
1472,2020-12-08,Arkansas,174325,2283.0,2752,39.0
1473,2020-12-09,Arkansas,176652,2327.0,2786,34.0
1474,2020-12-10,Arkansas,178854,2202.0,2820,34.0
1475,2020-12-11,Arkansas,181624,2770.0,2875,55.0
1476,2020-12-12,Arkansas,184252,2628.0,2911,36.0
1477,2020-12-13,Arkansas,185702,1450.0,2945,34.0
1478,2020-12-14,Arkansas,187057,1355.0,2990,45.0
1479,2020-12-15,Arkansas,189198,2141.0,3016,26.0
1480,2020-12-16,Arkansas,191504,2306.0,3074,58.0
1481,2020-12-17,Arkansas,194543,3039.0,3112,38.0
1482,2020-12-18,Arkansas,197421,2878.0,3139,27.0
1483,2020-12-19,Arkansas,200114,2693.0,3191,52.0
1484,2020-12-20,Arkansas,201650,1536.0,3237,46.0
1485,2020-12-21,Arkansas,203107,1457.0,3295,58.0
1486,2020-12-22,Arkansas,205048,1941.0,3338,43.0
1487,2020-12-23,Arkansas,207941,2893.0,3376,38.0
1488,2020-12-24,Arkansas,211145,3204.0,3406,30.0
1489,2020-12-25,Arkansas,213267,2122.0,3438,32.0
1490,2020-12-26,Arkansas,213969,702.0,3441,3.0
1491,2020-12-27,Arkansas,214877,908.0,3482,41.0
1492,2020-12-28,Arkansas,216528,1651.0,3537,55.0
1493,2020-12-29,Arkansas,219246,2718.0,3603,66.0
1494,2020-12-30,Arkansas,222430,3184.0,3637,34.0
1495,2020-12-31,Arkansas,225138,2708.0,3676,39.0
1496,2021-01-01,Arkansas,229442,4304.0,3711,35.0
1497,2021-01-02,Arkansas,231442,2000.0,3729,18.0
1498,2021-01-03,Arkansas,233475,2033.0,3749,20.0
1499,2021-01-04,Arkansas,234781,1306.0,3800,51.0
1500,2021-01-05,Arkansas,238888,4107.0,3836,36.0
1501,2021-01-06,Arkansas,242593,3705.0,3901,65.0
1502,2021-01-07,Arkansas,245916,3323.0,3926,25.0
1503,2021-01-08,Arkansas,248860,2944.0,3966,40.0
1504,2021-01-09,Arkansas,251746,2886.0,4010,44.0
1505,2021-01-10,Arkansas,255076,3330.0,4043,33.0
1506,2021-01-11,Arkansas,256344,1268.0,4081,38.0
1507,2021-01-12,Arkansas,259553,3209.0,4121,40.0
1508,2021-01-13,Arkansas,262020,2467.0,4186,65.0
1509,2021-01-14,Arkansas,264511,2491.0,4228,42.0
1510,2021-01-15,Arkansas,267635,3124.0,4263,35.0
1511,2021-01-16,Arkansas,270178,2543.0,4293,30.0
1512,2021-01-17,Arkansas,271154,976.0,4311,18.0
1513,2021-01-18,Arkansas,272263,1109.0,4343,32.0
1514,2021-01-19,Arkansas,273594,1331.0,4386,43.0
1515,2021-01-20,Arkansas,276114,2520.0,4441,55.0
1516,2021-01-21,Arkansas,279220,3106.0,4496,55.0
1517,2021-01-22,Arkansas,281382,2162.0,4549,53.0
1518,2021-01-23,Arkansas,282995,1613.0,4563,14.0
1519,2021-01-24,Arkansas,284066,1071.0,4606,43.0
1520,2021-01-25,Arkansas,284702,636.0,4650,44.0
1521,2021-01-26,Arkansas,287187,2485.0,4690,40.0
1522,2021-01-27,Arkansas,288964,1777.0,4742,52.0
1523,2021-01-28,Arkansas,290856,1892.0,4784,42.0
1524,2021-01-29,Arkansas,292563,1707.0,4831,47.0
1525,2021-01-30,Arkansas,294387,1824.0,4838,7.0
1526,2021-01-31,Arkansas,295268,881.0,4868,30.0
1527,2021-02-01,Arkansas,296494,1226.0,4895,27.0
1528,2021-02-02,Arkansas,298004,1510.0,4939,44.0
1529,2021-02-03,Arkansas,300430,2426.0,4985,46.0
1530,2021-02-04,Arkansas,302899,2469.0,5009,24.0
1531,2021-02-05,Arkansas,304723,1824.0,5050,41.0
1532,2021-02-06,Arkansas,306064,1341.0,5061,11.0
1533,2021-02-07,Arkansas,306736,672.0,5076,15.0
1534,2021-02-08,Arkansas,307373,637.0,5106,30.0
1535,2021-02-09,Arkansas,308848,1475.0,5148,42.0
1536,2021-02-10,Arkansas,309940,1092.0,5174,26.0
1537,2021-02-11,Arkansas,311043,1103.0,5199,25.0
1538,2021-02-12,Arkansas,311608,565.0,5212,13.0
1539,2021-02-13,Arkansas,312562,954.0,5252,40.0
1540,2021-02-14,Arkansas,313028,466.0,5265,13.0
1541,2021-02-15,Arkansas,313348,320.0,5275,10.0
1542,2021-02-16,Arkansas,313525,177.0,5287,12.0
1543,2021-02-17,Arkansas,314192,667.0,5313,26.0
1544,2021-02-18,Arkansas,314445,253.0,5323,10.0
1545,2021-02-19,Arkansas,314713,268.0,5336,13.0
1546,2021-02-20,Arkansas,315230,517.0,5348,12.0
1547,2021-02-21,Arkansas,315514,284.0,5357,9.0
1548,2021-02-22,Arkansas,315759,245.0,5363,6.0
1549,2021-02-23,Arkansas,316593,834.0,5377,14.0
1550,2021-02-24,Arkansas,317396,803.0,5387,10.0
1551,2021-02-25,Arkansas,318122,726.0,5397,10.0
1552,2021-02-26,Arkansas,318638,516.0,5407,10.0
1553,2021-02-27,Arkansas,319195,557.0,5417,10.0
1554,2021-02-28,Arkansas,322415,3220.0,5243,-174.0
1555,2021-03-01,Arkansas,322509,94.0,5250,7.0
1556,2021-03-02,Arkansas,322949,440.0,5254,4.0
1557,2021-03-03,Arkansas,323353,404.0,5261,7.0
1558,2021-03-04,Arkansas,323756,403.0,5273,12.0
1559,2021-03-05,Arkansas,324326,570.0,5283,10.0
1560,2021-03-06,Arkansas,324653,327.0,5297,14.0
1561,2021-03-07,Arkansas,324818,165.0,5319,22.0
1562,2021-03-08,Arkansas,324951,133.0,5343,24.0
1563,2021-03-09,Arkansas,325383,432.0,5357,14.0
1564,2021-03-10,Arkansas,325700,317.0,5382,25.0
1565,2021-03-11,Arkansas,326040,340.0,5410,28.0
1566,2021-03-12,Arkansas,326499,459.0,5437,27.0
1567,2021-03-13,Arkansas,326813,314.0,5455,18.0
1568,2021-03-14,Arkansas,326943,130.0,5474,19.0
1569,2021-03-15,Arkansas,327060,117.0,5481,7.0
1570,2021-03-16,Arkansas,327456,396.0,5493,12.0
1571,2021-03-17,Arkansas,327781,325.0,5507,14.0
1572,2021-03-18,Arkansas,328045,264.0,5515,8.0
1573,2021-03-19,Arkansas,328273,228.0,5529,14.0
1574,2021-03-20,Arkansas,328547,274.0,5533,4.0
1575,2021-03-21,Arkansas,328655,108.0,5539,6.0
1576,2021-03-22,Arkansas,328707,52.0,5544,5.0
1577,2021-03-23,Arkansas,328946,239.0,5547,3.0
1578,2021-03-24,Arkansas,329177,231.0,5560,13.0
1579,2021-03-25,Arkansas,329511,334.0,5571,11.0
1580,2021-03-26,Arkansas,329695,184.0,5583,12.0
1581,2021-03-27,Arkansas,329860,165.0,5590,7.0
1582,2021-03-28,Arkansas,329929,69.0,5595,5.0
1583,2021-03-29,Arkansas,330008,79.0,5601,6.0
1584,2021-03-30,Arkansas,330186,178.0,5616,15.0
1585,2021-03-31,Arkansas,330398,212.0,5626,10.0
1586,2020-01-25,California,1,,0,
1587,2020-01-26,California,2,1.0,0,0.0
1588,2020-01-27,California,2,0.0,0,0.0
1589,2020-01-28,California,2,0.0,0,0.0
1590,2020-01-29,California,2,0.0,0,0.0
1591,2020-01-30,California,2,0.0,0,0.0
1592,2020-01-31,California,3,1.0,0,0.0
1593,2020-02-01,California,3,0.0,0,0.0
1594,2020-02-02,California,6,3.0,0,0.0
1595,2020-02-03,California,6,0.0,0,0.0
1596,2020-02-04,California,6,0.0,0,0.0
1597,2020-02-05,California,6,0.0,0,0.0
1598,2020-02-06,California,6,0.0,0,0.0
1599,2020-02-07,California,6,0.0,0,0.0
1600,2020-02-08,California,6,0.0,0,0.0
1601,2020-02-09,California,6,0.0,0,0.0
1602,2020-02-10,California,7,1.0,0,0.0
1603,2020-02-11,California,7,0.0,0,0.0
1604,2020-02-12,California,7,0.0,0,0.0
1605,2020-02-13,California,7,0.0,0,0.0
1606,2020-02-14,California,7,0.0,0,0.0
1607,2020-02-15,California,7,0.0,0,0.0
1608,2020-02-16,California,7,0.0,0,0.0
1609,2020-02-17,California,7,0.0,0,0.0
1610,2020-02-18,California,7,0.0,0,0.0
1611,2020-02-19,California,7,0.0,0,0.0
1612,2020-02-20,California,8,1.0,0,0.0
1613,2020-02-21,California,9,1.0,0,0.0
1614,2020-02-22,California,9,0.0,0,0.0
1615,2020-02-23,California,9,0.0,0,0.0
1616,2020-02-24,California,11,2.0,0,0.0
1617,2020-02-25,California,11,0.0,0,0.0
1618,2020-02-26,California,26,15.0,0,0.0
1619,2020-02-27,California,26,0.0,0,0.0
1620,2020-02-28,California,27,1.0,0,0.0
1621,2020-02-29,California,28,1.0,0,0.0
1622,2020-03-01,California,33,5.0,0,0.0
1623,2020-03-02,California,38,5.0,0,0.0
1624,2020-03-03,California,45,7.0,0,0.0
1625,2020-03-04,California,55,10.0,1,1.0
1626,2020-03-05,California,67,12.0,1,0.0
1627,2020-03-06,California,81,14.0,1,0.0
1628,2020-03-07,California,100,19.0,1,0.0
1629,2020-03-08,California,112,12.0,1,0.0
1630,2020-03-09,California,172,60.0,2,1.0
1631,2020-03-10,California,179,7.0,3,1.0
1632,2020-03-11,California,202,23.0,4,1.0
1633,2020-03-12,California,252,50.0,4,0.0
1634,2020-03-13,California,320,68.0,5,1.0
1635,2020-03-14,California,381,61.0,5,0.0
1636,2020-03-15,California,478,97.0,6,1.0
1637,2020-03-16,California,588,110.0,11,5.0
1638,2020-03-17,California,732,144.0,14,3.0
1639,2020-03-18,California,893,161.0,17,3.0
1640,2020-03-19,California,1067,174.0,19,2.0
1641,2020-03-20,California,1283,216.0,24,5.0
1642,2020-03-21,California,1544,261.0,28,4.0
1643,2020-03-22,California,1851,307.0,35,7.0
1644,2020-03-23,California,2240,389.0,39,4.0
1645,2020-03-24,California,2644,404.0,52,13.0
1646,2020-03-25,California,3183,539.0,68,16.0
1647,2020-03-26,California,4060,877.0,83,15.0
1648,2020-03-27,California,4915,855.0,104,21.0
1649,2020-03-28,California,5566,651.0,122,18.0
1650,2020-03-29,California,6321,755.0,132,10.0
1651,2020-03-30,California,7421,1100.0,147,15.0
1652,2020-03-31,California,8583,1162.0,184,37.0
1653,2020-04-01,California,9857,1274.0,212,28.0
1654,2020-04-02,California,11190,1333.0,247,35.0
1655,2020-04-03,California,12569,1379.0,282,35.0
1656,2020-04-04,California,13796,1227.0,323,41.0
1657,2020-04-05,California,15202,1406.0,351,28.0
1658,2020-04-06,California,16361,1159.0,386,35.0
1659,2020-04-07,California,17540,1179.0,447,61.0
1660,2020-04-08,California,19043,1503.0,506,59.0
1661,2020-04-09,California,20191,1148.0,548,42.0
1662,2020-04-10,California,21366,1175.0,594,46.0
1663,2020-04-11,California,22421,1055.0,632,38.0
1664,2020-04-12,California,23323,902.0,676,44.0
1665,2020-04-13,California,24334,1011.0,725,49.0
1666,2020-04-14,California,25758,1424.0,778,53.0
1667,2020-04-15,California,27107,1349.0,885,107.0
1668,2020-04-16,California,28142,1035.0,971,86.0
1669,2020-04-17,California,29398,1256.0,1050,79.0
1670,2020-04-18,California,30829,1431.0,1146,96.0
1671,2020-04-19,California,31544,715.0,1176,30.0
1672,2020-04-20,California,33862,2318.0,1223,47.0
1673,2020-04-21,California,35844,1982.0,1316,93.0
1674,2020-04-22,California,37573,1729.0,1425,109.0
1675,2020-04-23,California,39534,1961.0,1548,123.0
1676,2020-04-24,California,41368,1834.0,1619,71.0
1677,2020-04-25,California,42590,1222.0,1692,73.0
1678,2020-04-26,California,43691,1101.0,1716,24.0
1679,2020-04-27,California,45208,1517.0,1800,84.0
1680,2020-04-28,California,46570,1362.0,1884,84.0
1681,2020-04-29,California,48904,2334.0,1961,77.0
1682,2020-04-30,California,50470,1566.0,2057,96.0
1683,2020-05-01,California,52318,1848.0,2147,90.0
1684,2020-05-02,California,53753,1435.0,2213,66.0
1685,2020-05-03,California,55072,1319.0,2235,22.0
1686,2020-05-04,California,56333,1261.0,2297,62.0
1687,2020-05-05,California,58848,2515.0,2386,89.0
1688,2020-05-06,California,60787,1939.0,2478,92.0
1689,2020-05-07,California,62481,1694.0,2561,83.0
1690,2020-05-08,California,64616,2135.0,2650,89.0
1691,2020-05-09,California,66824,2208.0,2732,82.0
1692,2020-05-10,California,68051,1227.0,2769,37.0
1693,2020-05-11,California,69514,1463.0,2820,51.0
1694,2020-05-12,California,71150,1636.0,2902,82.0
1695,2020-05-13,California,73218,2068.0,3014,112.0
1696,2020-05-14,California,74947,1729.0,3039,25.0
1697,2020-05-15,California,77015,2068.0,3192,153.0
1698,2020-05-16,California,78933,1918.0,3254,62.0
1699,2020-05-17,California,80366,1433.0,3290,36.0
1700,2020-05-18,California,81943,1577.0,3322,32.0
1701,2020-05-19,California,83981,2038.0,3422,100.0
1702,2020-05-20,California,86125,2144.0,3514,92.0
1703,2020-05-21,California,88488,2363.0,3624,110.0
1704,2020-05-22,California,90801,2313.0,3690,66.0
1705,2020-05-23,California,92815,2014.0,3768,78.0
1706,2020-05-24,California,94743,1928.0,3790,22.0
1707,2020-05-25,California,97017,2274.0,3808,18.0
1708,2020-05-26,California,99924,2907.0,3859,51.0
1709,2020-05-27,California,101873,1949.0,3961,102.0
1710,2020-05-28,California,104071,2198.0,4042,81.0
1711,2020-05-29,California,107043,2972.0,4144,102.0
1712,2020-05-30,California,110100,3057.0,4214,70.0
1713,2020-05-31,California,113114,3014.0,4242,28.0
1714,2020-06-01,California,115643,2529.0,4287,45.0
1715,2020-06-02,California,118081,2438.0,4360,73.0
1716,2020-06-03,California,120407,2326.0,4422,62.0
1717,2020-06-04,California,122917,2510.0,4484,62.0
1718,2020-06-05,California,126510,3593.0,4550,66.0
1719,2020-06-06,California,129147,2637.0,4626,76.0
1720,2020-06-07,California,131997,2850.0,4653,27.0
1721,2020-06-08,California,134287,2290.0,4679,26.0
1722,2020-06-09,California,137245,2958.0,4775,96.0
1723,2020-06-10,California,140139,2894.0,4869,94.0
1724,2020-06-11,California,143709,3570.0,4941,72.0
1725,2020-06-12,California,147285,3576.0,4986,45.0
1726,2020-06-13,California,150434,3149.0,5059,73.0
1727,2020-06-14,California,152953,2519.0,5089,30.0
1728,2020-06-15,California,155662,2709.0,5120,31.0
1729,2020-06-16,California,159131,3469.0,5202,82.0
1730,2020-06-17,California,163381,4250.0,5283,81.0
1731,2020-06-18,California,167135,3754.0,5359,76.0
1732,2020-06-19,California,170843,3708.0,5425,66.0
1733,2020-06-20,California,174854,4011.0,5495,70.0
1734,2020-06-21,California,178807,3953.0,5517,22.0
1735,2020-06-22,California,184620,5813.0,5561,44.0
1736,2020-06-23,California,191039,6419.0,5637,76.0
1737,2020-06-24,California,195889,4850.0,5728,91.0
1738,2020-06-25,California,201413,5524.0,5810,82.0
1739,2020-06-26,California,207027,5614.0,5872,62.0
1740,2020-06-27,California,211453,4426.0,5902,30.0
1741,2020-06-28,California,216955,5502.0,5937,35.0
1742,2020-06-29,California,223995,7040.0,5979,42.0
1743,2020-06-30,California,232153,8158.0,6083,104.0
1744,2020-07-01,California,239764,7611.0,6168,85.0
1745,2020-07-02,California,248198,8434.0,6263,95.0
1746,2020-07-03,California,256298,8100.0,6315,52.0
1747,2020-07-04,California,265176,8878.0,6329,14.0
1748,2020-07-05,California,271587,6411.0,6369,40.0
1749,2020-07-06,California,277869,6282.0,6452,83.0
1750,2020-07-07,California,287766,9897.0,6563,111.0
1751,2020-07-08,California,296304,8538.0,6708,145.0
1752,2020-07-09,California,303516,7212.0,6825,117.0
1753,2020-07-10,California,311505,7989.0,6936,111.0
1754,2020-07-11,California,320030,8525.0,7012,76.0
1755,2020-07-12,California,327676,7646.0,7042,30.0
1756,2020-07-13,California,336206,8530.0,7086,44.0
1757,2020-07-14,California,346593,10387.0,7227,141.0
1758,2020-07-15,California,355497,8904.0,7368,141.0
1759,2020-07-16,California,364761,9264.0,7490,122.0
1760,2020-07-17,California,374922,10161.0,7607,117.0
1761,2020-07-18,California,383194,8272.0,7697,90.0
1762,2020-07-19,California,391460,8266.0,7710,13.0
1763,2020-07-20,California,400195,8735.0,7764,54.0
1764,2020-07-21,California,410366,10171.0,7883,119.0
1765,2020-07-22,California,422528,12162.0,8038,155.0
1766,2020-07-23,California,433175,10647.0,8190,152.0
1767,2020-07-24,California,443096,9921.0,8325,135.0
1768,2020-07-25,California,453327,10231.0,8428,103.0
